status,reasons,source_file,line,passage_id,category,subtype,question
kept,,c_v2.jsonl,255,sq-2072,C,false-presupposition,Why did Temüjin drive away enemy soldiers and refuse to integrate conquered tribes?
kept,,c_v2.jsonl,256,sq-3647,C,false-presupposition,How does the adaptive immune system quickly eliminate repeat infections without using memory cells?
kept,,c_v2.jsonl,257,sq-3390,C,false-presupposition,Which Florida city is more populous than Jacksonville according to the passage?
kept,,c_v2.jsonl,258,sq-1122,C,false-presupposition,What primary law does the European Union legislature establish under the Treaties?
kept,,c_v2.jsonl,259,sq-1158,C,false-presupposition,Which photosynthetic apicomplexans store their energy in chloroplasts instead of cytoplasmic amylopectin starch granules?
kept,,c_v2.jsonl,260,sq-0714,C,false-presupposition,How does Newton's Third Law describe a force that acts on only one body?
kept,,c_v2.jsonl,261,sq-4437,C,false-presupposition,How much crude petroleum does Kenya produce domestically to meet its current requirements?
kept,,c_v2.jsonl,262,sq-0525,C,false-presupposition,Why did Millerton residents avoid moving to Fresno Station despite the railroad's convenience?
kept,,c_v2.jsonl,263,sq-5092,C,false-presupposition,What ordinary vehicle does the Doctor use instead of the TARDIS to explore the universe?
kept,,c_v2.jsonl,264,sq-4420,C,false-presupposition,How do lead fusible plugs significantly lower steam pressure when they depressurize the boiler?
kept,,c_v2.jsonl,265,sq-1443,C,false-presupposition,Which two sectors make up construction when infrastructure is excluded from the industry?
kept,,c_v2.jsonl,266,sq-4758,C,false-presupposition,How can A or μ be computed without knowing infinitely many primes first?
kept,,c_v2.jsonl,267,sq-3854,C,false-presupposition,Why is the role of committees weaker in the Scottish Parliament than in other parliamentary systems?
kept,,c_v2.jsonl,268,sq-1487,C,false-presupposition,"Who writes chapter sections after the lead authors only prepare text, graphs, or data for inclusion?"
kept,,c_v2.jsonl,269,sq-2499,C,false-presupposition,How did the embargo improve the US economy while eliminating energy security concerns?
kept,,c_v2.jsonl,270,sq-4471,C,false-presupposition,How many seats does Victoria have in the Australian Senate compared with its 12 seats in the House of Representatives?
kept,,c_v2.jsonl,271,sq-0005,C,false-presupposition,How did these geographic scholars praise tropical climates for producing hard-working and moral people?
kept,,c_v2.jsonl,272,sq-3555,C,false-presupposition,"Which rare allotrope of oxygen, rather than dioxygen, is the major part of Earth's atmosphere?"
kept,,c_v2.jsonl,273,sq-0176,C,false-presupposition,Who created Newcastle as a county corporate after it failed to defend itself against the Scots in the 14th century?
kept,,c_v2.jsonl,274,sq-3032,C,false-presupposition,Which public schools form the category that includes parochial schools and other denominational schools?
kept,,c_v2.jsonl,275,sq-0774,C,false-presupposition,How did French settlers come to outnumber British settlers by 20 to 1 along the eastern coast?
kept,,c_v2.jsonl,276,sq-3234,C,false-presupposition,Why did Chinese physicians support Western medicine's humoral system over yin-yang and wuxing philosophy?
kept,,c_v2.jsonl,277,sq-4265,C,false-presupposition,What theory replaced bad air as the most widely accepted explanation of plague at the time?
kept,,c_v2.jsonl,278,sq-3739,C,false-presupposition,How did Huguenots remain isolated by refusing to marry outside their immediate French communities?
kept,,c_v2.jsonl,279,sq-3541,C,false-presupposition,What movable cilia form the transparent dome that protects the statocyst?
kept,,c_v2.jsonl,280,sq-5207,C,false-presupposition,How did the Apollo 13 crew complete a successful lunar landing after the oxygen tank explosion?
kept,,c_v2.jsonl,281,sq-3002,C,off-topic,What ingredients are traditionally used to make a classic Thai green curry paste?
kept,,c_v2.jsonl,282,sq-0425,C,off-topic,Which spacecraft instruments measured the composition of Saturn's rings during the Cassini mission?
kept,,c_v2.jsonl,283,sq-0901,C,off-topic,What pigments did Renaissance painters commonly mix to create ultramarine blue?
kept,,c_v2.jsonl,284,sq-2571,C,off-topic,How does the fermentation process affect the flavor profile of kimchi?
kept,,c_v2.jsonl,285,sq-0338,C,off-topic,What training regimen is recommended for preparing for an Olympic sprint cycling event?
kept,,c_v2.jsonl,286,sq-3203,C,off-topic,What camera settings are typically used to photograph the Milky Way in a dark-sky location?
kept,,c_v2.jsonl,287,sq-2726,C,off-topic,How is sourdough starter maintained before baking a loaf of bread?
kept,,c_v2.jsonl,288,sq-2005,C,off-topic,Which muscles are primarily targeted during a Romanian deadlift?
kept,,c_v2.jsonl,289,sq-4747,C,off-topic,What materials are commonly used to insulate a lithium-ion battery pack in an electric scooter?
kept,,c_v2.jsonl,290,sq-0229,C,off-topic,How do costume designers choose fabrics for a Broadway dance production?
kept,,c_v2.jsonl,291,sq-3790,C,off-topic,What stitch pattern is best for reinforcing the heel of a hand-knitted wool sock?
kept,,c_v2.jsonl,292,sq-1628,C,off-topic,How should a violinist adjust bow pressure to produce a clear spiccato passage?
kept,,c_v2.jsonl,293,sq-0819,C,off-topic,What soil mixture is recommended for growing bonsai juniper trees indoors?
kept,,c_v2.jsonl,294,sq-4398,C,off-topic,How are brushless motors tuned for stable flight in a racing quadcopter?
kept,,c_v2.jsonl,295,sq-2072,C,off-topic,Which glazing technique helps prevent cracking in hand-thrown ceramic bowls?
kept,,c_v2.jsonl,296,sq-4437,C,off-topic,What pruning schedule helps maintain grapevines for high-quality wine production?
kept,,c_v2.jsonl,297,sq-0525,C,off-topic,How do marine biologists track the migration patterns of humpback whales?
kept,,c_v2.jsonl,298,sq-5092,C,off-topic,Which seasoning blend is used to cure salmon for traditional gravlax?
kept,,c_v2.jsonl,299,sq-4420,C,off-topic,What lens focal length is preferred for photographing indoor basketball games from the baseline?
kept,,c_v2.jsonl,300,sq-1443,C,off-topic,How is a screenplay formatted when introducing a character for the first time?
kept,,c_v2.jsonl,301,sq-4758,C,off-topic,What brining method is recommended for preparing a smoked turkey breast?
kept,,c_v2.jsonl,302,sq-3854,C,off-topic,How should a ceramic artist adjust kiln temperature for a cone 6 glaze firing?
kept,,c_v2.jsonl,303,sq-1487,C,off-topic,Which exercises help improve footwork for competitive fencing bouts?
kept,,c_v2.jsonl,304,sq-2499,C,off-topic,What irrigation schedule is suitable for growing orchids in a humid greenhouse?
kept,,c_v2.jsonl,305,sq-4471,C,off-topic,How do audio engineers reduce sibilance when mixing a lead vocal track?
kept,,c_v2.jsonl,306,sq-0005,C,off-topic,What tuning adjustments are used to reduce oversteer in a rear-wheel-drive race car?
kept,,c_v2.jsonl,307,sq-3555,C,off-topic,How should watercolor paper be stretched before starting a large landscape painting?
kept,,c_v2.jsonl,308,sq-0176,C,off-topic,Which database indexing strategy improves full-text search performance in a news archive?
kept,,c_v2.jsonl,309,sq-3032,C,off-topic,What maintenance routine keeps a grand piano stable in a concert hall?
kept,,c_v2.jsonl,310,sq-0774,C,off-topic,How is a sour mash prepared during bourbon whiskey production?
kept,,c_v2.jsonl,311,sq-3647,C,off-topic,What brush technique creates smooth gradients in traditional ink wash painting?
kept,,c_v2.jsonl,312,sq-3390,C,off-topic,How should espresso grind size be adjusted for a faster extraction time?
kept,,c_v2.jsonl,313,sq-1122,C,off-topic,Which microphone placement is used to capture a balanced sound from a string quartet?
kept,,c_v2.jsonl,314,sq-1158,C,off-topic,What route-planning factors matter most for a multi-day backpacking trip in desert terrain?
kept,,c_v2.jsonl,315,sq-0714,C,off-topic,How is buttercream stabilized for decorating a tiered wedding cake in warm weather?
kept,,c_v2.jsonl,316,sq-3234,C,off-topic,What lure color is most effective for catching bass in muddy freshwater lakes?
kept,,c_v2.jsonl,317,sq-4265,C,off-topic,How should a front derailleur be adjusted to prevent chain rubbing on a road bicycle?
kept,,c_v2.jsonl,318,sq-3739,C,off-topic,Which lighting setup is best for filming a product review in a small studio?
kept,,c_v2.jsonl,319,sq-3541,C,off-topic,What kneading technique develops gluten for a chewy hand-pulled noodle dough?
kept,,c_v2.jsonl,320,sq-5207,C,off-topic,How is a queen bee introduced safely into an established hive?
